DATA;numero_venda;valor;cliente;vendedor;codigo_forma_pagamento
2019-02-09 13:32:56;0484062;246.00;40168;075;08
2019-02-09 13:26:41;0484060;98.80;0;092;01
2019-02-09 14:06:22;0484072;666.00;0;100;09
2019-02-09 13:56:30;0484069;84.00;48519;075;07
2019-02-09 14:34:49;0484077;1071.00;0;100;09
2019-02-09 15:35:22;0484080;118.50;0;100;09
2019-02-09 15:58:08;0484082;60.00;49656;075;07
2019-02-09 16:14:05;0484084;966.00;57890;075;06
2019-02-09 17:37:53;0484087;31.20;0;100;01
2019-02-11 08:20:58;0484089;54.15;0;075;01
2019-02-11 09:27:27;0484091;834.00;0;100;09
2019-02-11 09:45:44;0484093;229.50;112374;075;12
2019-02-11 09:51:25;0484094;82.65;0;100;01
2019-02-11 09:57:02;0484096;1734.22;0;100;01
2019-02-11 10:04:44;0484101;126.00;0;100;09
2019-02-11 10:08:34;0484102;114.00;52608;075;08
2019-02-11 10:14:08;0484105;65.00;0;100;09
2019-02-11 10:23:16;0484108;121.50;41529;075;08
2019-02-11 10:23:51;0484109;4.27;0;100;01
2019-02-11 10:54:53;0484115;57.00;0;100;10
2019-02-11 11:04:23;0484117;518.00;0;100;09
2019-02-11 11:11:02;0484119;126.00;112010;075;07
2019-02-11 11:25:02;0484121;128.25;0;100;01
2019-02-11 11:49:25;0484123;2200.10;117634;104;13
2019-02-11 13:18:58;0484133;52.50;117447;075;06
2019-02-11 12:42:23;0484125;82.65;0;104;01
2019-02-11 12:45:36;0484127;50.40;0;100;01
2019-02-11 12:46:19;0484128;424.50;116254;075;12
2019-02-11 13:23:23;0484135;76.80;0;100;01
2019-02-11 13:29:01;0484136;144.00;42946;075;11
2019-02-11 14:09:45;0484144;62.70;0;104;01
2019-02-11 15:23:37;0484152;290.00;0;104;09
2019-02-12 09:09:07;0484202;81.00;0;100;09
2019-02-11 15:39:01;0484156;256.50;0;100;10
2019-02-11 15:39:29;0484157;91.05;0;104;10
2019-02-11 15:56:37;0484160;11.40;0;100;01
2019-02-11 15:58:58;0484162;99.00;0;100;09
2019-02-11 16:45:05;0484170;183.00;107346;075;11
2019-02-11 16:55:50;0484176;114.00;0;000;01
2019-02-11 17:15:12;0484183;57.00;0;000;10
2019-02-11 17:33:32;0484185;139.20;0;139;01
2019-02-11 17:46:07;0484187;102.00;0;100;01
2019-02-12 08:22:49;0484199;166.50;97502;075;11
2019-02-12 08:52:46;0484201;174.60;0;100;09
2019-02-12 09:10:46;0484205;240.00;0;100;01
2019-02-12 11:06:54;0484230;346.25;0;104;10
2019-02-12 09:54:15;0484212;39.90;0;100;01
2019-02-12 11:35:40;0484242;90.00;0;100;01
2019-02-12 10:39:18;0484217;310.50;117465;075;12
2019-02-12 11:08:09;0484231;1267.00;0;100;10
2019-02-12 11:13:06;0484233;59.00;0;100;01
2019-02-12 11:23:25;0484239;188.78;0;100;01
2019-02-12 11:17:15;0484237;22.20;0;100;01
2019-02-12 11:37:26;0484243;224.80;0;100;01
2019-02-12 11:57:13;0484245;798.00;54921;075;12
2019-02-12 12:12:08;0484249;351.00;67269;075;08
2019-02-12 12:04:02;0484247;183.05;0;104;01
2019-02-12 12:28:04;0484251;41.32;0;104;01
2019-02-12 12:40:41;0484255;12.00;0;075;01
2019-02-12 13:53:21;0484273;495.00;38759;042;12
2019-02-12 13:20:28;0484260;37.33;0;104;01
2019-02-12 14:11:48;0484278;49.65;0;100;09
2019-02-12 15:23:30;0484293;173.85;0;042;01
2019-02-12 14:36:26;0484283;1402.87;0;104;10
2019-02-12 14:57:06;0484285;255.00;0;104;09
2019-02-12 15:17:41;0484290;891.90;0;104;09
2019-02-12 15:40:18;0484297;96.00;0;042;09
2019-02-12 15:49:20;0484299;230.85;0;100;09
2019-02-12 18:19:06;0484338;440.00;0;100;09
2019-02-12 16:06:23;0484303;46.40;0;100;10
2019-02-12 16:10:03;0484306;102.00;0;100;01
2019-02-12 16:12:42;0484309;245.10;0;100;01
2019-02-12 16:13:54;0484311;54.15;0;100;10
2019-02-12 16:40:57;0484313;99.00;0;042;09
2019-02-12 16:46:19;0484315;122.40;0;042;01
2019-02-12 17:15:59;0484321;852.00;96717;075;13
2019-02-12 17:50:51;0484332;459.00;0;042;09
2019-02-12 17:22:10;0484326;300.00;0;042;09
2019-02-12 18:09:29;0484335;218.10;0;042;10
2019-02-13 10:03:44;0484345;983.90;0;100;09
2019-02-13 10:27:18;0484347;119.00;0;100;10
2019-02-13 10:28:17;0484348;139.20;0;100;01
2019-02-13 10:51:09;0484350;227.34;0;100;09
2019-02-13 11:59:22;0484354;89.00;0;100;09
2019-02-13 12:07:08;0484356;42.75;0;100;10
2019-02-13 12:19:42;0484360;25.65;0;100;01
2019-02-13 12:22:58;0484362;376.00;93351;104;12
2019-02-13 12:43:21;0484367;2284.83;0;104;01
2019-02-13 13:03:54;0484368;228.00;20877;075;12
2019-02-13 14:09:08;0484381;42.75;0;100;10
2019-02-13 13:08:32;0484372;85.00;0;104;01
2019-02-13 13:35:51;0484378;57.22;0;100;01
2019-02-13 14:14:29;0484383;108.00;0;100;09
2019-02-13 14:52:56;0484395;36.40;0;100;01
2019-02-13 14:29:23;0484392;240.05;0;100;10
2019-02-13 14:28:34;0484391;230.85;0;100;01
2019-02-13 15:26:15;0484400;579.00;93451;075;13
2019-02-13 15:29:54;0484402;34.90;0;100;10
2019-02-13 16:07:17;0484420;31.35;0;100;10
2019-02-13 16:08:01;0484421;237.60;0;100;09
2019-02-13 15:47:56;0484412;58.92;0;100;01
2019-02-13 16:09:47;0484422;492.00;0;104;09
2019-02-13 16:54:41;0484426;361.00;0;104;09
2019-02-13 17:16:12;0484431;54.15;0;104;09
2019-02-13 17:01:31;0484429;20.00;0;104;01
2019-02-13 17:41:15;0484433;150.00;0;100;01
2019-02-13 18:31:48;0484441;14.25;0;100;01
2019-02-13 17:56:51;0484436;342.00;0;100;09
2019-02-13 18:17:04;0484439;420.00;0;100;09
2019-02-14 10:30:58;0484451;2750.80;103132;075;06
2019-02-14 09:55:27;0484445;465.00;0;100;09
2019-02-14 10:11:37;0484447;119.00;0;100;10
2019-02-14 10:19:07;0484449;139.20;0;100;01
2019-02-14 10:37:43;0484452;91.50;92810;075;07
2019-02-14 10:40:05;0484455;442.00;0;100;09
2019-02-14 10:44:50;0484458;387.00;42770;100;09
2019-02-14 10:45:45;0484459;66.00;92810;075;07
2019-02-14 11:21:19;0484465;12.82;0;100;01
2019-02-14 11:01:57;0484463;126.00;0;100;09
2019-02-14 12:07:26;0484467;399.00;0;100;09
2019-02-14 13:11:50;0484473;329.00;35247;075;13
2019-02-14 12:38:02;0484471;74.10;0;100;09
2019-02-14 14:36:18;0484488;714.00;0;100;09
2019-02-14 13:26:41;0484475;548.70;116835;100;09
2019-02-14 14:14:47;0484482;150.00;0;100;09
2019-02-14 14:19:27;0484485;491.00;0;100;09
2019-02-14 16:02:06;0484509;566.40;117719;042;11
2019-02-14 15:00:21;0484497;649.80;0;100;01
2019-02-14 15:38:59;0484507;60.60;0;100;09
2019-02-14 16:16:18;0484511;1015.00;0;100;09
2019-02-14 16:32:02;0484513;108.30;0;100;01
2019-02-14 16:32:48;0484514;429.30;61315;075;12
2019-02-14 16:46:36;0484518;202.35;0;100;09
2019-02-14 16:51:30;0484520;429.00;0;100;09
2019-02-14 17:01:02;0484522;1415.90;65221;075;12
2019-02-14 17:09:54;0484523;74.40;65221;075;07
2019-02-14 17:14:20;0484525;405.60;0;100;09
2019-02-14 17:15:23;0484526;51.00;0;100;10
2019-02-14 17:26:55;0484531;18.24;0;075;01
2019-02-14 17:28:35;0484534;213.20;0;075;09
2019-02-14 17:38:44;0484538;756.00;0;100;09
2019-02-14 17:38:26;0484537;189.00;96717;075;13
2019-02-14 17:38:55;0484539;7.20;0;075;01
2019-02-14 17:39:35;0484540;189.00;13673;075;08
2019-02-14 17:50:13;0484544;1845.00;48669;075;12
2019-02-14 18:01:12;0484549;297.90;0;100;09
2019-02-14 18:14:48;0484553;319.99;0;100;09
2019-02-14 18:11:59;0484551;135.00;23687;075;08
2019-02-15 08:25:27;0484555;59.00;0;100;01
2019-02-15 09:13:09;0484557;39.50;0;100;01
2019-02-15 09:38:10;0484562;301.00;46265;100;09
2019-02-15 09:30:16;0484560;180.00;35247;075;11
2019-02-15 09:57:00;0484566;90.00;13021;075;07
2019-02-15 09:42:10;0484563;266.50;0;100;10
2019-02-15 09:59:20;0484567;372.00;0;100;09
2019-02-15 10:00:24;0484569;387.60;0;100;10
2019-02-15 10:04:16;0484571;91.20;0;100;10
2019-02-15 10:51:21;0484578;54.00;0;100;01
2019-02-15 10:56:34;0484580;228.95;0;100;10
2019-02-15 11:09:09;0484582;1011.00;35959;075;13
2019-02-15 11:30:48;0484584;119.00;0;100;01
2019-02-15 12:06:51;0484586;102.60;0;100;01
2019-02-15 12:20:10;0484589;318.00;58763;042;12
2019-02-15 12:22:19;0484590;78.00;61249;042;07
2019-02-15 12:30:15;0484591;122.55;0;100;10
2019-02-15 12:30:41;0484592;28.50;0;100;09
2019-02-15 13:15:19;0484596;27.20;0;100;01
2019-02-15 13:27:19;0484598;151.50;0;100;09
2019-02-15 14:07:51;0484601;36.57;0;100;09
2019-02-15 14:30:10;0484605;59.00;0;100;01
2019-02-15 14:36:22;0484607;677.17;0;100;09
2019-02-15 14:38:28;0484608;37.05;0;100;01
2019-02-15 14:49:43;0484612;272.00;0;100;09
2019-02-15 14:58:24;0484616;555.75;0;100;10
2019-02-15 15:09:56;0484619;95.47;0;100;09
2019-02-15 15:34:37;0484621;82.00;29054;075;08
2019-02-15 15:55:17;0484623;232.50;2646;075;11
2019-02-15 16:41:02;0484628;220.50;29054;075;13
2019-02-15 16:53:23;0484633;129.68;0;100;10
2019-02-15 17:43:44;0484641;59.09;41541;100;01
2019-02-15 17:07:15;0484636;198.00;116680;075;11
2019-02-15 17:18:27;0484638;96.00;0;100;09
2019-02-15 17:38:06;0484640;192.00;0;100;09
2019-02-15 17:46:18;0484642;64.80;0;100;01
2019-02-15 17:50:27;0484646;94.50;0;100;01
2019-02-15 18:21:28;0484648;108.30;0;100;01
2019-02-16 08:22:54;0484650;457.50;98690;092;13
2019-02-16 08:46:53;0484656;183.00;100056;100;09
2019-02-16 08:38:39;0484652;273.00;108897;075;08
2019-02-16 08:44:42;0484654;282.15;0;100;09
2019-02-16 08:48:16;0484657;264.00;100431;075;11
2019-02-16 09:05:39;0484664;187.20;0;100;01
2019-02-16 08:51:31;0484661;119.70;0;100;10
2019-02-16 09:07:42;0484665;1080.00;40326;092;12
2019-02-16 09:10:05;0484666;1254.00;35470;092;13
2019-02-16 09:14:34;0484669;136.79;0;100;09
2019-02-16 09:11:05;0484668;499.42;0;100;10
2019-02-16 09:28:08;0484672;168.00;0;100;09
2019-02-16 09:29:02;0484673;156.00;0;100;09
2019-02-16 09:29:36;0484674;171.00;36653;092;08
2019-02-16 09:44:39;0484682;108.30;0;100;09
2019-02-16 09:41:15;0484680;49.77;0;100;01
2019-02-16 09:53:28;0484684;25.65;0;100;01
2019-02-16 09:54:34;0484686;563.20;92428;100;09
2019-02-16 10:00:15;0484690;564.67;0;100;09
2019-02-16 09:57:50;0484688;11.40;0;100;01
2019-02-16 10:11:31;0484692;82.65;0;100;01
2019-02-16 10:24:20;0484697;648.00;2579;075;12
2019-02-16 11:02:01;0484699;84.00;0;104;01
2019-02-16 11:04:32;0484700;54.15;0;104;01
2019-02-16 11:08:53;0484703;89.00;0;104;01
2019-02-16 11:09:33;0484704;94.50;0;104;09
2019-02-16 13:48:57;0484760;64.12;0;104;01
2019-02-16 11:33:05;0484708;5.70;0;100;01
2019-02-16 11:33:26;0484709;136.80;0;100;01
2019-02-16 11:41:09;0484710;39.90;0;104;10
2019-02-16 11:41:48;0484711;99.00;0;100;09
2019-02-16 11:50:50;0484714;453.00;8315;075;08
2019-02-16 11:52:42;0484716;55.00;0;100;01
2019-02-16 11:58:48;0484718;156.75;0;100;01
2019-02-16 12:05:14;0484720;48.00;0;100;01
2019-03-01 11:17:39;0485847;69.05;0;075;10
2019-02-16 12:09:04;0484722;72.00;48794;075;07
2019-03-01 12:21:13;0485852;528.00;0;042;01
2019-02-16 12:10:34;0484724;42.75;0;100;01
2019-02-16 12:14:15;0484727;59.60;0;104;01
2019-02-16 12:16:38;0484729;418.50;48749;075;13
2019-02-16 12:17:13;0484730;27.07;0;104;01
2019-02-16 12:18:04;0484732;414.00;0;104;01
2019-02-16 12:20:16;0484734;128.25;0;100;10
2019-02-16 12:21:02;0484735;19.95;0;104;01
2019-02-16 12:21:11;0484736;41.32;0;104;01
2019-02-16 12:21:52;0484740;470.25;0;100;10
2019-02-16 12:33:13;0484742;259.35;0;100;10
2019-02-16 12:46:48;0484747;59.70;0;100;01
2019-02-16 12:38:34;0484744;15.80;0;100;09
2019-02-16 12:41:22;0484746;232.27;0;100;10
2019-02-16 12:47:43;0484749;59.40;0;100;10
2019-02-16 12:48:57;0484750;258.00;0;100;09
2019-02-16 13:17:04;0484753;119.70;0;100;01
2019-02-16 13:30:27;0484757;276.44;0;100;10
2019-02-16 13:26:56;0484755;150.00;0;100;09
2019-02-16 14:01:13;0484762;178.00;0;100;09
2019-02-16 14:17:41;0484764;348.00;0;104;09
2019-02-16 14:36:49;0484768;1068.00;0;104;09
2019-02-16 14:24:59;0484766;160.50;0;104;09
2019-02-16 14:38:52;0484769;37.05;0;100;10
2019-02-16 14:44:28;0484770;600.00;0;100;10
2019-02-16 14:46:49;0484771;540.00;0;104;09
2019-02-16 15:40:18;0484774;501.00;59804;075;12
2020-05-30 16:01:18;0538479;79.00;0;104;09
2019-02-16 15:42:39;0484777;208.00;54051;100;09
2019-02-16 15:58:45;0484781;119.70;54696;100;09
2019-02-26 17:01:24;0485589;153.00;95998;075;11
2019-02-18 08:40:20;0484784;59.00;0;100;10
2019-02-18 08:48:32;0484786;570.00;0;100;10
2019-02-18 09:09:58;0484788;325.75;0;100;10
2019-02-26 16:54:21;0485584;288.00;36953;073;13
2019-02-18 09:30:41;0484790;444.00;0;100;01
2019-02-18 09:38:58;0484793;589.00;0;100;09
2019-02-18 09:40:54;0484795;93.60;0;100;01
